file_name,status,notes,override_params_json,reviewed_at,manual_burst_range_json,problem_tags,auto_retry_done
burst-Arecibo-Observatory-01-29-2022-180600-180700-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:37:28+00:00,"{""start_s"": 63.0, ""end_s"": 139.0}",,
burst-Arecibo-Observatory-01-29-2022-180100-180100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:33:45+00:00,"{""start_s"": 88.0, ""end_s"": 110.0}",,
burst-Arecibo-Observatory-01-29-2022-175000-175600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:34:06+00:00,"{""start_s"": 270.0, ""end_s"": 420.0}",,
burst-Arecibo-Observatory-01-29-2022-173100-173100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:34:22+00:00,"{""start_s"": 90.0, ""end_s"": 100.0}",,
burst-Arecibo-Observatory-01-29-2022-153000-153000-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:37:55+00:00,"{""start_s"": 62.0, ""end_s"": 78.0}",,
burst-Arecibo-Observatory-01-29-2022-135700-135700-typeIII.npy,discard,,,2026-08-11T01:34:40+00:00,,,
burst-Arecibo-Observatory-01-29-2022-133700-133800-typeIII.npy,discard,,,2026-08-11T01:34:58+00:00,,,
burst-Arecibo-Observatory-01-29-2022-123200-123200-typeIII.npy,discard,,,2026-08-11T01:35:04+00:00,,,
burst-Arecibo-Observatory-01-29-2022-155300-155400-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:35:26+00:00,"{""start_s"": 90.0, ""end_s"": 170.0}",,
burst-Arecibo-Observatory-01-30-2022-173800-173900-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:35:43+00:00,"{""start_s"": 90.0, ""end_s"": 150.0}",,
burst-Arecibo-Observatory-01-30-2022-200900-201200-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:36:06+00:00,"{""start_s"": 95.0, ""end_s"": 290.0}",,
burst-Arecibo-Observatory-01-30-2022-193800-193900-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:36:26+00:00,"{""start_s"": 100.0, ""end_s"": 165.0}",,
burst-Arecibo-Observatory-01-30-2022-191800-192000-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:38:11+00:00,"{""start_s"": 181.0, ""end_s"": 196.0}",,
burst-Arecibo-Observatory-01-30-2022-183200-183200-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:38:22+00:00,"{""start_s"": 67.0, ""end_s"": 93.0}",,
burst-Arecibo-Observatory-01-30-2022-180500-180800-typeIII.npy,usable,,,2026-08-11T01:37:00+00:00,,,
burst-Arecibo-Observatory-01-30-2022-173500-173500-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:37:16+00:00,"{""start_s"": 100.0, ""end_s"": 119.0}",,
burst-Arecibo-Observatory-01-30-2022-165300-165300-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:37:33+00:00,"{""start_s"": 80.0, ""end_s"": 95.001}",,
burst-Arecibo-Observatory-01-30-2022-164700-164700-typeV.npy,usable,,,2026-08-12T19:38:30+00:00,"{""start_s"": 69.0, ""end_s"": 92.0}",,
burst-Arecibo-Observatory-01-30-2022-142100-142100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:38:17+00:00,"{""start_s"": 70.0, ""end_s"": 90.0}",,
burst-Arecibo-Observatory-01-30-2022-165900-165900-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:38:35+00:00,"{""start_s"": 50.0, ""end_s"": 80.0}",,
burst-Arecibo-Observatory-01-31-2022-181100-181100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:39:13+00:00,"{""start_s"": 70.0, ""end_s"": 100.0}",,
burst-Arecibo-Observatory-01-31-2022-180300-180300-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:39:27+00:00,"{""start_s"": 100.0, ""end_s"": 119.0}",,
burst-Arecibo-Observatory-01-31-2022-174800-174900-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:38:38+00:00,"{""start_s"": 59.0, ""end_s"": 168.0}",,
burst-Arecibo-Observatory-01-31-2022-162000-162500-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:38:53+00:00,"{""start_s"": 100.0, ""end_s"": 377.0}",,
burst-Arecibo-Observatory-01-31-2022-171200-171300-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:40:19+00:00,"{""start_s"": 90.0, ""end_s"": 140.0}",,
burst-Arecibo-Observatory-01-31-2022-181200-181500-typeIII.npy,usable,,,2026-08-11T01:40:27+00:00,,,
burst-Arecibo-Observatory-01-31-2022-161300-161400-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:40:41+00:00,"{""start_s"": 100.0, ""end_s"": 120.0}",,
burst-Arecibo-Observatory-01-31-2022-173000-173500-typeIII.npy,discard,,,2026-08-11T01:40:52+00:00,,,
burst-Arecibo-Observatory-01-31-2022-184500-184600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:39:11+00:00,"{""start_s"": 85.0, ""end_s"": 124.0}",,
burst-Arecibo-Observatory-01-31-2022-194700-194700-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:41:24+00:00,"{""start_s"": 100.0, ""end_s"": 115.0}",,
burst-Arecibo-Observatory-01-31-2022-193600-193600-typeIII.npy,discard,,,2026-08-11T01:41:36+00:00,,,
burst-Arecibo-Observatory-01-31-2022-194400-194400-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:41:51+00:00,"{""start_s"": 80.0, ""end_s"": 100.0}",,
burst-Arecibo-Observatory-01-31-2022-201100-201300-typeIII.npy,discard,,,2026-08-11T01:42:02+00:00,,,
burst-Arecibo-Observatory-01-31-2022-201700-201700-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:42:23+00:00,"{""start_s"": 110.0, ""end_s"": 119.5}",,
burst-Arecibo-Observatory-01-31-2022-203000-203500-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:42:44+00:00,"{""start_s"": 290.0, ""end_s"": 330.0}",,
burst-Arecibo-Observatory-01-31-2022-191500-191900-typeIII.npy,usable,,,2026-08-11T01:42:51+00:00,,,
burst-Arecibo-Observatory-01-31-2022-151300-151400-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:43:11+00:00,"{""start_s"": 110.0, ""end_s"": 145.0}",,
burst-Arecibo-Observatory-01-31-2022-152400-152600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:39:21+00:00,"{""start_s"": 69.0, ""end_s"": 229.0}",,
burst-Arecibo-Observatory-01-31-2022-150700-150700-typeIII.npy,discard,,,2026-08-11T01:43:35+00:00,,,
burst-Arecibo-Observatory-01-31-2022-132600-132600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:43:51+00:00,"{""start_s"": 80.0, ""end_s"": 105.0}",,
burst-Arecibo-Observatory-01-31-2022-133600-133600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:44:07+00:00,"{""start_s"": 70.0, ""end_s"": 90.0}",,
burst-Arecibo-Observatory-02-01-2022-135600-135600-typeIII.npy,discard,,,2026-08-11T01:44:26+00:00,,,
burst-Arecibo-Observatory-02-01-2022-141900-141900-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:44:41+00:00,"{""start_s"": 80.0, ""end_s"": 110.0}",,
burst-Arecibo-Observatory-02-01-2022-160700-161000-typeIII.npy,usable,,,2026-08-11T01:44:51+00:00,,,
burst-Arecibo-Observatory-02-01-2022-163000-163100-typeIII.npy,usable,,,2026-08-11T01:44:57+00:00,,,
burst-Arecibo-Observatory-02-01-2022-174000-174100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:45:14+00:00,"{""start_s"": 80.0, ""end_s"": 150.0}",,
burst-Arecibo-Observatory-02-01-2022-125800-130100-typeIII.npy,discard,,,2026-08-11T01:45:21+00:00,,,
burst-Arecibo-Observatory-02-01-2022-204200-204600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:45:38+00:00,"{""start_s"": 100.0, ""end_s"": 350.0}",,
burst-Arecibo-Observatory-02-01-2022-173300-173300-typeIII.npy,discard,,,2026-08-11T01:45:43+00:00,,,
burst-Arecibo-Observatory-02-01-2022-170700-170700-typeIII.npy,discard,,,2026-08-11T01:45:47+00:00,,,
burst-Arecibo-Observatory-02-02-2022-140100-140200-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:46:05+00:00,"{""start_s"": 100.0, ""end_s"": 155.0}",,
burst-Arecibo-Observatory-02-02-2022-174200-174300-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:46:20+00:00,"{""start_s"": 100.0, ""end_s"": 120.0}",,
burst-Arecibo-Observatory-02-02-2022-172200-172600-typeIII.npy,discard,,,2026-08-11T01:46:27+00:00,,,
burst-Arecibo-Observatory-02-02-2022-152100-152100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:39:30+00:00,"{""start_s"": 68.0, ""end_s"": 94.0}",,
burst-Arecibo-Observatory-02-02-2022-151400-151400-typeIII.npy,discard,,,2026-08-11T01:46:46+00:00,,,
burst-Arecibo-Observatory-02-03-2022-204100-204200-typeV.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:47:00+00:00,"{""start_s"": 100.0, ""end_s"": 160.0}",,
burst-Arecibo-Observatory-02-03-2022-181200-181400-typeIII.npy,discard,,,2026-08-11T01:47:07+00:00,,,
burst-Arecibo-Observatory-02-03-2022-180500-180500-typeIII.npy,discard,,,2026-08-11T01:47:12+00:00,,,
burst-Arecibo-Observatory-02-03-2022-172000-172600-typeIII.npy,discard,,,2026-08-11T01:47:17+00:00,,,
burst-Arecibo-Observatory-02-04-2022-192900-193000-typeIII.npy,discard,,,2026-08-11T01:47:23+00:00,,,
burst-Arecibo-Observatory-02-04-2022-180000-180000-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:47:43+00:00,"{""start_s"": 105.0, ""end_s"": 118.0}",,
burst-Arecibo-Observatory-02-04-2022-175500-175600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:47:59+00:00,"{""start_s"": 95.0, ""end_s"": 140.0}",,
burst-Arecibo-Observatory-02-04-2022-130100-130100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:48:14+00:00,"{""start_s"": 80.0, ""end_s"": 105.0}",,
burst-Arecibo-Observatory-02-04-2022-144300-144300-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:39:41+00:00,"{""start_s"": 66.0, ""end_s"": 91.0}",,
burst-Arecibo-Observatory-02-05-2022-153700-153700-typeIII.npy,discard,,,2026-08-11T01:48:39+00:00,,,
burst-Arecibo-Observatory-02-05-2022-163100-163100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:48:55+00:00,"{""start_s"": 70.0, ""end_s"": 100.0}",,
burst-Arecibo-Observatory-02-05-2022-174200-174300-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:49:10+00:00,"{""start_s"": 100.0, ""end_s"": 140.0}",,
burst-Arecibo-Observatory-02-05-2022-175500-175800-typeIII.npy,usable,,,2026-08-11T01:49:17+00:00,,,
burst-Arecibo-Observatory-02-05-2022-182300-182500-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:49:38+00:00,"{""start_s"": 110.0, ""end_s"": 200.0}",,
burst-Arecibo-Observatory-02-05-2022-131600-131800-typeIII.npy,discard,,,2026-08-11T01:49:44+00:00,,,
burst-Arecibo-Observatory-02-05-2022-184300-184300-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:50:01+00:00,"{""start_s"": 70.0, ""end_s"": 110.0}",,
burst-Arecibo-Observatory-02-05-2022-191800-192000-typeIII.npy,usable,,,2026-08-11T01:50:09+00:00,,,
burst-Arecibo-Observatory-02-05-2022-194100-194100-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:50:25+00:00,"{""start_s"": 80.0, ""end_s"": 100.001}",,
burst-Arecibo-Observatory-02-05-2022-194400-194500-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:50:41+00:00,"{""start_s"": 100.0, ""end_s"": 130.0}",,
burst-Arecibo-Observatory-02-05-2022-195600-195600-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-12T19:39:53+00:00,"{""start_s"": 63.0, ""end_s"": 79.0}",,
burst-Arecibo-Observatory-02-05-2022-202800-202800-typeIII.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:51:13+00:00,"{""start_s"": 80.0, ""end_s"": 100.0}",,
